Mes;Total Nacional;Agricultura, ganadería y pesca;Minas y canteras;Manufactura;Suministro de Electricidad Gas Vapor y Aire acondicionado;Distribución de Agua Alcantarillado y gestión de desechos;Construcción;Comercio;Transporte y almacenamiento;Actividades de Alojamiento;Información y comunicación;Financieras y seguros;Actividades inmobiliarias;Actividades profesionales;Actividades de servicios administrativos y de apoyo;Administración pública y defensa;Enseñanza;Actividades de atención a salud;Actividades entretenimiento;Otras actividades de servicios;Actividades de los hogares como empleadores domésticos;Actividades de Organizaciones
mar 2014;11,858;606;432;1,821;223;32;492;5,004;515;187;431;302;345;653;220;52;146;174;24;196;2;0
abr 2014;12,440;609;416;1,922;219;36;513;5,293;524;189;454;300;348;760;225;53;156;211;28;182;2;1
may 2014;12,829;641;412;2,027;220;35;499;5,549;548;197;462;318;350;726;234;56;145;200;28;182;2;0
jun 2014;14,974;968;444;2,209;234;36;616;5,751;1,080;214;459;317;430;972;233;56;196;465;29;258;4;1
jul 2014;12,867;642;417;2,022;220;38;555;5,411;555;200;478;344;363;765;241;66;111;207;27;201;2;1
ago 2014;12,930;642;355;1,992;222;36;532;5,497;562;218;471;350;374;722;246;53;196;238;29;193;2;0
sep 2014;13,664;634;473;2,046;227;35;594;5,890;554;197;494;366;367;841;232;62;198;212;27;210;2;0
oct 2014;13,378;685;422;2,107;232;35;551;5,720;523;206;482;341;359;793;238;67;172;206;33;203;2;0
nov 2014;14,836;657;450;2,107;245;35;874;5,818;549;215;490;329;382;1,268;258;547;145;219;33;213;2;1
dic 2014;20,225;1,236;530;2,777;260;43;1,165;7,588;1,357;284;596;447;651;1,698;321;96;211;554;53;348;5;1
ene 2015;11,365;579;310;1,802;246;32;330;5,004;492;188;431;307;307;517;205;61;150;203;27;169;2;0
feb 2015;11,520;596;312;1,789;238;34;454;4,794;555;188;426;294;320;671;221;62;134;224;28;177;2;0
mar 2015;13,225;620;383;2,092;242;37;590;5,639;574;206;463;327;338;752;245;63;188;228;33;200;2;0
abr 2015;12,624;604;412;1,987;248;36;497;5,359;553;204;467;333;342;669;245;68;166;218;30;181;2;1
may 2015;12,674;645;355;1,982;245;36;494;5,355;556;208;450;339;349;767;242;65;148;207;34;195;2;1
jun 2015;15,352;1,070;329;2,338;253;37;530;5,809;1,182;230;488;328;434;974;253;69;207;503;39;272;3;0
jul 2015;12,629;643;348;1,958;247;37;550;5,228;563;211;470;357;363;726;257;74;111;252;33;199;2;0
ago 2015;12,250;602;355;1,916;252;36;476;5,117;501;210;470;322;358;713;260;60;184;200;33;182;2;0
sep 2015;12,492;624;312;1,983;254;37;512;5,156;553;194;466;327;357;744;247;63;223;197;32;208;2;1
oct 2015;12,589;659;319;1,973;263;37;559;5,134;531;203;473;377;349;816;246;66;168;193;32;188;2;0
nov 2015;12,490;640;295;1,914;271;38;624;5,131;513;198;467;332;348;800;270;60;130;226;36;194;2;1
dic 2015;18,415;1,330;324;2,541;296;41;901;6,756;1,339;275;581;433;617;1,440;304;73;218;559;56;326;4;0
ene 2016;10,279;559;274;1,579;282;36;282;4,304;492;176;391;307;298;531;192;63;140;187;25;158;1;0
feb 2016;10,509;581;300;1,616;271;34;335;4,219;502;182;407;316;294;622;200;59;179;206;27;156;1;0
mar 2016;11,386;637;398;1,757;296;36;443;4,548;501;183;449;326;318;567;227;60;186;232;28;189;1;1
abr 2016;11,301;638;368;1,730;273;35;371;4,582;502;178;437;309;331;699;221;66;162;201;26;170;1;0
may 2016;12,230;681;305;1,922;258;49;550;5,086;504;188;454;345;334;666;229;59;151;216;41;190;1;0
jun 2016;13,434;1,095;229;2,037;255;37;415;4,973;1,115;204;426;308;350;747;217;60;196;499;27;239;4;1
jul 2016;11,025;627;361;1,714;244;36;394;4,543;490;194;425;310;346;535;231;65;99;209;28;172;1;1
ago 2016;11,720;660;361;1,856;245;39;462;4,815;511;193;436;346;313;587;239;54;176;222;31;172;1;0
sep 2016;11,935;641;416;1,851;245;40;507;4,864;514;185;438;329;287;662;221;58;251;208;31;184;1;0
oct 2016;11,957;678;307;1,901;251;38;619;4,933;515;191;426;328;280;611;222;64;168;200;27;194;2;0
nov 2016;12,642;680;519;1,937;264;37;691;5,114;510;195;431;357;300;716;258;57;135;211;38;188;2;1
dic 2016;18,842;1,387;298;2,573;291;44;1,281;6,843;1,376;268;552;439;565;1,395;295;68;210;551;56;341;5;2
ene 2017;10,860;637;269;1,718;264;37;309;4,708;478;176;375;328;255;486;203;66;141;211;26;170;2;0
feb 2017;10,715;629;346;1,637;255;34;591;4,291;470;175;388;312;244;533;209;60;154;201;28;153;1;0
mar 2017;12,758;759;426;1,971;254;39;682;5,182;520;202;430;377;270;635;237;67;245;216;32;208;2;1
abr 2017;11,866;701;352;1,814;267;35;571;4,886;509;197;429;318;275;592;243;69;185;210;31;179;2;1
may 2017;12,534;774;439;1,961;261;37;509;5,254;531;208;433;354;286;605;243;65;152;205;30;186;2;1
jun 2017;15,489;1,239;348;2,338;260;37;531;5,924;1,244;242;435;355;368;843;240;63;206;510;36;266;3;0
jul 2017;12,173;698;333;1,925;251;41;450;5,234;531;212;430;338;281;589;240;62;109;220;33;193;2;0
ago 2017;12,692;740;320;2,049;263;42;436;5,477;559;218;444;353;287;580;255;63;170;210;33;190;2;0
sep 2017;12,674;698;371;1,962;256;42;519;5,365;538;204;437;362;279;605;227;56;296;220;32;202;2;0
oct 2017;13,099;768;432;2,069;263;42;617;5,476;562;203;443;394;292;619;242;65;178;208;33;192;2;0
nov 2017;13,484;779;358;2,169;254;44;662;5,810;553;210;432;373;299;638;265;62;143;196;36;198;2;0
dic 2017;19,753;1,483;435;2,680;278;48;1,169;7,445;1,477;313;553;439;522;1,344;321;78;216;569;52;325;4;1
ene 2018;11,944;727;339;1,892;250;40;307;5,360;529;191;392;350;259;467;210;68;154;201;30;177;1;0
feb 2018;11,643;696;306;1,894;248;40;433;4,891;517;201;413;343;255;492;232;111;148;205;28;188;2;0
mar 2018;13,112;818;417;2,037;253;44;384;5,698;558;224;430;375;277;568;250;62;252;244;30;191;2;0
abr 2018;12,935;761;329;2,032;258;40;396;5,605;548;222;448;360;284;626;258;71;231;234;27;200;2;0
may 2018;13,573;819;319;2,178;250;42;416;5,977;592;223;477;376;287;615;270;86;170;242;32;201;2;0
jun 2018;16,298;1,277;337;2,394;246;46;511;6,421;1,323;272;458;385;374;861;271;69;214;549;33;253;3;0
jul 2018;13,166;750;395;2,085;236;42;491;5,686;581;228;452;384;283;601;276;72;123;241;37;201;2;0
ago 2018;13,596;775;384;2,122;240;43;452;5,958;601;237;476;378;293;588;279;90;209;230;34;203;2;0
sep 2018;13,298;709;370;2,026;238;43;633;5,703;568;228;460;377;290;590;257;64;264;241;32;202;2;0
oct 2018;13,927;779;406;2,216;251;44;487;6,037;607;217;469;396;296;639;271;74;211;264;31;228;2;0
nov 2018;13,956;789;374;2,178;259;47;500;6,126;606;228;462;396;307;692;289;70;152;239;33;206;2;0
dic 2018;19,931;1,515;424;2,676;249;52;986;7,633;1,567;336;573;452;534;1,294;349;75;222;607;58;323;3;0
ene 2019;12,502;736;324;1,895;254;43;368;5,548;607;205;403;399;260;503;227;80;170;236;30;214;2;0
feb 2019;12,278;716;420;1,868;261;46;319;5,273;583;216;433;387;260;521;245;68;168;265;30;197;2;0
mar 2019;12,816;767;386;1,886;263;43;371;5,558;577;225;440;401;270;570;252;67;247;260;37;194;2;0
abr 2019;13,696;792;408;2,029;255;46;472;5,899;624;226;456;413;283;650;266;81;241;289;34;229;2;0
may 2019;13,774;872;443;2,050;271;46;422;6,014;599;237;463;401;286;640;280;68;173;261;38;208;2;0
jun 2019;16,291;1,312;457;2,213;250;46;412;6,482;1,374;286;455;388;368;798;277;69;221;578;35;265;2;0
jul 2019;13,517;830;401;1,981;248;48;424;5,970;589;241;446;438;290;596;283;74;136;259;35;225;2;0
ago 2019;13,491;810;374;2,008;249;47;388;5,985;587;250;455;420;293;553;281;65;217;251;42;212;2;0
sep 2019;13,456;756;432;1,983;249;52;401;5,889;587;227;453;399;282;594;265;68;309;261;32;215;2;0
oct 2019;13,252;842;431;2,010;253;51;449;5,686;553;218;433;405;286;588;252;79;198;266;32;218;2;0
nov 2019;14,027;901;367;2,130;248;52;456;6,201;587;252;453;398;292;624;293;66;168;277;37;221;2;0
dic 2019;20,795;1,704;408;2,662;259;55;817;8,021;1,546;361;763;485;525;1,263;487;89;241;704;57;343;2;0
ene 2020;12,892;827;368;1,891;263;54;267;5,730;599;219;391;476;268;486;237;81;176;308;37;211;1;0
feb 2020;12,380;918;402;1,766;272;58;319;5,311;580;220;401;427;259;476;233;72;166;281;32;184;1;0
mar 2020;10,161;736;326;1,483;257;50;239;4,300;433;125;366;373;229;400;190;55;202;222;26;149;1;0
abr 2020;7,481;688;309;1,078;260;41;147;2,927;321;59;318;287;156;300;136;29;110;177;16;122;1;0
may 2020;8,652;741;208;1,347;253;41;159;3,770;352;73;334;300;178;295;139;33;124;164;12;129;1;0
jun 2020;13,475;1,348;249;1,883;246;51;250;5,659;951;144;385;329;281;602;182;53;165;466;20;209;2;0
jul 2020;10,969;738;289;1,716;230;48;263;5,032;398;111;382;379;208;418;177;52;97;247;14;170;1;0
ago 2020;10,965;670;296;1,687;237;52;310;4,987;385;127;388;378;208;422;170;61;149;272;16;150;1;0
sep 2020;11,703;713;317;1,835;173;50;317;5,318;442;134;388;363;221;474;166;56;234;319;21;162;1;0
oct 2020;12,321;781;326;1,958;234;53;311;5,545;484;146;403;386;235;502;187;62;202;297;18;190;1;0
nov 2020;12,401;770;321;1,920;254;57;345;5,667;477;161;399;376;251;525;191;55;133;308;17;172;1;0
dic 2020;19,650;1,607;209;2,597;257;64;720;8,062;1,284;284;529;444;450;1,315;371;67;222;747;44;368;3;0
ene 2021;11,008;716;190;1,730;259;56;219;5,115;458;139;354;388;217;373;153;63;121;268;23;164;1;0
feb 2021;11,113;750;337;1,701;246;48;244;4,950;463;139;365;386;222;416;152;63;152;304;20;154;1;0
mar 2021;13,052;901;382;2,010;244;55;330;5,776;541;165;397;385;244;515;200;65;255;382;24;183;1;0
abr 2021;12,567;886;481;1,894;289;55;304;5,487;513;144;394;376;241;537;179;62;186;335;21;182;1;0
may 2021;12,855;937;358;1,968;261;55;294;5,752;556;146;398;377;241;505;201;59;155;386;20;184;1;0
jun 2021;18,157;1,599;387;2,518;263;63;418;7,548;1,233;290;450;388;347;962;281;62;208;749;36;350;3;0
jul 2021;13,316;928;376;2,017;238;58;327;6,135;575;186;394;389;258;513;221;63;117;308;20;192;1;0
ago 2021;13,727;912;369;2,141;261;58;336;6,301;587;195;412;401;251;519;230;75;184;284;26;185;1;0
sep 2021;14,189;973;373;2,238;263;61;361;6,461;580;181;398;421;265;548;221;60;270;298;27;189;1;0
oct 2021;14,298;1,026;302;2,291;279;58;378;6,514;584;202;404;433;269;558;223;61;190;295;27;205;1;0
nov 2021;14,949;1,005;344;2,341;265;62;418;6,894;626;211;409;429;282;577;351;64;150;295;28;195;1;0
dic 2021;23,486;1,870;571;3,067;288;89;939;9,336;1,572;396;538;545;499;1,552;422;79;251;949;60;456;4;0
ene 2022;12,931;912;175;2,030;269;56;231;6,163;552;160;340;451;232;460;193;68;134;298;24;180;1;0
feb 2022;13,152;923;243;2,076;299;63;281;5,958;574;185;361;470;237;464;218;66;164;372;26;169;1;0
mar 2022;15,102;1,049;517;2,368;265;55;365;6,825;637;193;399;466;269;536;252;84;258;342;34;186;1;0
abr 2022;14,838;967;474;2,312;291;63;379;6,725;661;207;380;451;268;587;244;75;209;329;28;186;1;0
may 2022;15,177;1,043;393;2,429;287;60;334;7,040;666;207;387;454;286;552;250;89;176;305;30;188;1;0
jun 2022;20,385;1,862;466;2,636;276;66;539;8,264;1,536;395;456;453;390;1,086;374;71;257;765;64;423;3;0
jul 2022;15,173;1,095;404;2,399;266;61;394;7,010;639;215;387;456;279;548;268;78;118;336;28;192;1;0
ago 2022;15,824;1,049;402;2,513;282;61;463;7,290;714;227;411;478;275;570;278;72;197;319;35;187;1;0
sep 2022;15,681;967;461;2,442;277;61;427;7,149;731;205;411;521;277;593;260;73;289;320;34;180;1;0
oct 2022;15,636;1,015;420;2,414;281;57;452;7,145;704;227;398;493;285;617;259;74;227;342;33;191;1;0
nov 2022;16,033;993;504;2,479;283;60;479;7,285;713;206;422;489;305;634;360;77;160;372;33;179;1;0
dic 2022;26,591;2,225;534;3,338;319;85;1,001;10,646;1,897;496;608;582;538;1,757;569;86;291;996;101;513;3;0
ene 2023;14,281;958;271;2,178;312;57;290;6,646;753;199;384;505;254;502;225;90;156;284;36;180;0;0
feb 2023;13,764;927;422;2,047;352;58;318;6,096;727;193;370;460;250;520;244;67;171;357;28;155;0;0
mar 2023;15,942;1,054;562;2,417;324;59;389;6,987;784;224;414;563;286;619;278;88;285;401;34;172;1;0
abr 2023;14,759;951;473;2,178;311;63;427;6,538;760;200;399;501;276;624;267;88;211;296;29;166;0;0
may 2023;15,616;1,037;476;2,366;313;50;412;7,014;783;213;410;545;289;597;264;91;184;379;33;159;0;0
jun 2023;19,689;1,680;453;2,606;300;59;495;7,897;1,684;367;433;500;371;992;368;76;237;810;55;350;2;0
jul 2023;15,050;997;455;2,281;294;57;429;6,935;718;227;390;509;277;573;276;73;127;356;27;172;0;0
ago 2023;15,361;970;448;2,342;294;58;456;7,096;739;240;407;510;274;576;275;72;202;342;31;161;0;0
sep 2023;15,499;972;478;2,352;280;59;473;7,119;746;223;402;528;277;606;262;72;291;362;33;173;1;0
oct 2023;15,632;1,048;459;2,428;301;58;489;7,201;738;243;400;536;283;621;266;72;222;357;30;181;0;0
nov 2023;16,043;1,050;477;2,461;309;60;529;7,458;747;235;411;534;297;645;358;72;166;368;31;165;0;0
dic 2023;24,919;2,017;516;3,163;324;72;1,019;10,056;1,934;480;569;632;523;1,599;537;72;274;1,023;69;459;2;0
ene 2024;14,053;973;352;2,169;308;58;316;6,767;719;213;361;543;250;487;225;72;160;324;30;171;0;0
feb 2024;13,837;998;435;2,121;319;58;364;6,387;709;216;366;524;249;504;241;72;179;393;26;146;0;0
mar 2024;15,232;1,075;520;2,313;315;58;420;6,995;740;237;396;553;270;571;274;72;277;421;32;168;0;0
abr 2024;14,270;1,025;506;2,185;324;59;415;6,569;709;218;382;516;258;578;261;72;211;363;26;163;0;0
may 2024;14,938;1,101;469;2,344;314;57;399;7,072;730;228;391;536;269;552;263;72;184;396;28;154;0;0
jun 2024;19,814;1,842;485;2,709;309;62;523;8,363;1,667;402;436;534;366;972;379;72;249;889;46;355;1;0
jul 2024;15,283;1,095;490;2,371;302;60;454;7,340;716;254;394;551;275;562;287;72;135;383;26;177;0;0
ago 2024;15,624;1,062;483;2,436;311;61;482;7,513;739;268;411;556;272;566;289;72;213;361;29;163;0;0
sep 2024;15,788;1,050;514;2,446;298;62;500;7,541;749;249;407;569;275;595;274;72;305;374;31;173;0;0
oct 2024;15,946;1,123;495;2,524;313;61;516;7,625;743;271;404;577;281;611;277;72;234;381;29;184;0;0
nov 2024;16,203;1,061;482;2,486;312;60;534;7,533;755;238;415;539;300;651;362;72;168;371;31;167;0;0
dic 2024;25,168;2,037;521;3,194;327;73;1,029;10,156;1,954;484;575;638;529;1,615;543;72;277;1,033;70;463;2;0
ene 2025;14,193;983;355;2,190;311;58;319;6,835;726;215;365;548;253;491;228;72;162;327;31;172;0;0
feb 2025;13,975;1,008;439;2,142;322;59;367;6,451;716;218;370;529;252;509;244;72;180;397;27;147;0;0
mar 2025;15,384;1,086;525;2,336;318;58;425;7,065;747;239;400;558;273;577;277;72;280;425;32;170;0;0
abr 2025;14,412;1,035;511;2,207;327;59;419;6,635;716;220;386;521;260;584;264;72;214;366;27;165;0;0
may 2025;15,088;1,112;474;2,368;317;57;403;7,143;737;230;395;541;272;558;265;72;186;400;28;156;0;0
jun 2025;20,012;1,860;489;2,736;312;63;528;8,447;1,684;406;441;539;370;982;383;72;251;898;47;358;1;0
jul 2025;15,436;1,106;494;2,395;305;61;459;7,413;723;256;398;557;277;568;290;72;137;386;26;178;0;0
ago 2025;15,781;1,073;488;2,460;314;62;487;7,588;746;271;415;561;275;572;292;72;215;365;30;164;0;0
sep 2025;15,946;1,060;520;2,470;301;63;505;7,616;756;252;411;575;277;601;276;72;308;377;31;175;0;0
oct 2025;16,105;1,134;500;2,550;316;61;521;7,701;750;274;408;582;284;618;279;72;236;384;29;186;0;0
nov 2025;16,365;1,072;487;2,511;315;61;539;7,608;762;240;419;545;303;658;366;73;170;375;32;169;0;0
dic 2025;25,420;2,058;526;3,226;331;74;1,040;10,258;1,973;489;581;644;534;1,631;548;73;280;1,044;71;468;2;0
ene 2026;14,335;993;359;2,212;314;59;323;6,903;733;217;368;554;255;496;230;73;163;330;31;174;0;0
feb 2026;14,115;1,018;444;2,164;325;60;371;6,516;723;220;373;535;254;514;246;73;182;400;27;149;0;0
mar 2026;15,538;1,097;530;2,360;321;59;429;7,136;755;242;404;564;276;583;280;73;283;429;32;172;0;0
abr 2026;14,557;1,046;517;2,229;330;60;423;6,701;723;222;390;527;263;590;266;73;216;370;27;166;0;0
may 2026;15,238;1,123;479;2,391;320;58;407;7,214;744;233;399;546;274;563;268;73;188;404;28;158;0;0
jun 2026;20,212;1,879;494;2,763;315;63;534;8,531;1,701;410;445;544;373;992;386;73;254;907;47;362;1;0
jul 2026;15,590;1,117;499;2,419;308;61;463;7,488;730;259;402;563;280;574;293;73;138;390;26;180;0;0
ago 2026;15,938;1,083;493;2,485;317;62;491;7,664;754;273;419;567;277;577;295;73;217;369;30;166;0;0
sep 2026;16,105;1,071;525;2,495;304;63;510;7,692;764;254;415;580;280;607;279;73;311;381;31;177;0;0
oct 2026;16,266;1,146;505;2,575;319;62;527;7,778;758;277;412;588;286;624;282;73;239;388;29;188;0;0
nov 2026;16,529;1,082;492;2,536;319;61;545;7,684;770;242;423;550;306;664;369;74;171;379;32;170;0;0
dic 2026;25,674;2,078;531;3,258;334;74;1,050;10,360;1,993;494;587;651;539;1,647;554;74;283;1,054;72;473;2;0
ene 2027;14,479;1,002;362;2,234;317;59;326;6,972;741;219;372;559;258;501;232;74;165;333;31;176;0;0
feb 2027;14,256;1,028;448;2,185;328;60;375;6,581;730;222;377;540;257;519;249;74;184;404;27;150;0;0
mar 2027;15,694;1,108;536;2,383;324;59;433;7,207;762;244;408;569;279;589;283;74;286;434;33;173;0;0
abr 2027;14,702;1,056;522;2,251;334;60;428;6,768;730;225;393;532;266;596;269;74;218;374;27;168;0;0
may 2027;15,391;1,134;484;2,415;323;58;411;7,287;752;235;403;552;277;569;271;74;190;408;29;159;0;0
jun 2027;20,414;1,898;499;2,791;318;64;539;8,616;1,718;414;449;550;377;1,002;390;74;257;916;48;365;1;0
jul 2027;15,746;1,128;504;2,443;311;62;468;7,562;737;261;406;568;283;580;296;74;139;394;26;182;0;0
ago 2027;16,098;1,094;497;2,510;320;63;496;7,741;761;276;423;573;280;583;298;74;219;372;30;168;0;0
sep 2027;16,266;1,081;530;2,520;307;64;515;7,769;771;257;419;586;283;613;282;74;314;385;31;178;0;0
oct 2027;16,429;1,157;510;2,601;322;63;532;7,856;765;280;416;594;289;630;285;74;241;392;30;190;0;0
nov 2027;16,694;1,093;497;2,561;322;62;550;7,761;778;245;427;555;309;671;373;75;173;382;32;172;0;0
dic 2027;25,931;2,099;537;3,291;337;75;1,060;10,464;2,013;499;592;657;545;1,663;559;75;285;1,065;72;477;2;0
ene 2028;14,624;1,013;366;2,257;320;60;329;7,042;748;222;376;565;260;506;234;75;167;337;32;178;0;0
feb 2028;14,399;1,038;453;2,207;332;61;378;6,647;737;225;381;545;260;525;251;75;186;409;28;152;0;0
mar 2028;15,851;1,119;541;2,407;328;60;438;7,279;770;247;412;575;281;595;285;75;288;438;33;175;0;0
abr 2028;14,849;1,067;527;2,274;337;61;432;6,836;737;227;397;537;268;602;272;75;220;378;27;170;0;0
may 2028;15,545;1,146;488;2,439;326;59;415;7,359;759;237;407;557;280;574;273;75;191;412;29;161;0;0
jun 2028;20,618;1,917;504;2,819;321;65;545;8,703;1,735;419;454;555;381;1,012;394;75;259;925;48;369;1;0
jul 2028;15,904;1,140;509;2,467;314;63;473;7,638;745;264;410;574;286;585;298;75;141;398;27;184;0;0
ago 2028;16,259;1,105;502;2,535;323;64;501;7,818;769;279;427;578;283;589;301;75;222;376;31;169;0;0
sep 2028;16,429;1,092;535;2,545;310;64;520;7,847;779;259;423;592;286;620;285;75;317;389;32;180;0;0
oct 2028;16,593;1,169;515;2,627;325;63;537;7,935;773;282;420;600;292;636;288;75;243;396;30;192;0;0
nov 2028;16,861;1,104;502;2,587;325;63;556;7,838;785;247;432;561;312;678;377;75;175;386;33;174;0;0
dic 2028;26,190;2,120;542;3,324;341;76;1,071;10,569;2,033;504;598;664;550;1,680;565;75;288;1,075;73;482;2;0
ene 2029;14,770;1,023;369;2,279;323;61;332;7,112;755;224;380;571;263;511;237;75;168;340;32;179;0;0
feb 2029;14,543;1,049;457;2,229;335;61;382;6,713;745;227;385;551;262;530;254;75;188;413;28;153;0;0
mar 2029;16,009;1,130;547;2,431;331;61;442;7,352;778;249;416;581;284;601;288;75;291;443;33;177;0;0
abr 2029;14,998;1,077;532;2,297;340;62;436;6,904;745;229;401;543;271;608;275;75;222;381;28;171;0;0
may 2029;15,700;1,157;493;2,464;330;59;420;7,433;767;240;411;563;283;580;276;75;193;416;29;162;0;0
jun 2029;20,824;1,936;509;2,847;324;65;550;8,790;1,752;423;458;561;385;1,022;398;75;262;935;48;373;1;0
jul 2029;16,063;1,151;514;2,492;317;63;477;7,714;752;267;414;580;289;591;301;75;142;402;27;186;0;0
ago 2029;16,421;1,116;507;2,560;326;64;506;7,896;777;282;432;584;286;595;304;75;224;380;31;171;0;0
sep 2029;16,593;1,103;541;2,571;313;65;525;7,925;787;262;427;598;289;626;288;75;320;393;32;182;0;0
oct 2029;16,759;1,181;520;2,653;328;64;542;8,014;781;285;424;606;295;643;291;75;246;400;30;194;0;0
nov 2029;17,030;1,115;507;2,613;328;63;561;7,917;793;250;436;567;315;684;380;76;176;390;33;175;0;0
dic 2029;26,452;2,141;548;3,357;344;77;1,082;10,674;2,053;509;604;671;555;1,697;570;76;291;1,086;74;487;2;0
ene 2030;14,917;1,033;373;2,302;327;61;336;7,183;763;226;383;576;266;516;239;76;170;343;32;181;0;0
feb 2030;14,688;1,059;462;2,252;338;62;386;6,780;752;229;388;556;265;535;256;76;190;417;28;155;0;0
mar 2030;16,169;1,141;552;2,455;334;61;446;7,425;785;252;420;587;287;607;291;76;294;447;34;179;0;0
abr 2030;15,148;1,088;537;2,320;344;62;440;6,973;752;231;405;548;274;614;277;76;224;385;28;173;0;0
may 2030;15,857;1,169;498;2,488;333;60;424;7,507;774;242;415;569;285;586;279;76;195;421;30;164;0;0
jun 2030;21,032;1,955;514;2,875;328;66;555;8,878;1,770;427;463;567;388;1,032;402;76;264;944;49;376;1;0
